customer_id,age,annual_income,months_active,avg_monthly_spend,purchase_frequency,avg_order_value,discount_usage_rate,return_rate,browsing_time_minutes,support_interactions,payment_method,region,customer_segment
15178,53,29415.39209738606,28,166.7385463472982,1.345540380232831,71.08747636685189,0.0745205087715335,0.2032440267557703,7.897929884953998,1.0,Card,Urban,Occasional
34305,39,33533.93338041808,31,1393.048493220705,6.093235603685162,196.3911212108861,0.2016640024066185,0.0343840800186923,77.85028888577091,1.0,Card,Urban,Occasional
12610,23,34947.61982180756,61,321.8988409933177,4.449280956002629,59.07180114079668,0.370889348480571,0.0282339545667436,63.64166031277856,1.0,UPI,Urban,Loyal
12145,26,29991.29824906878,22,163.5119248729794,,19.99950547659349,,0.2923653692434396,,3.0,Card,Urban,Regular
6114,48,87828.76184653472,24,169.658889696916,5.425548205189401,26.40379999949204,0.2026883517332467,0.1580079816546826,28.29004584869795,0.0,UPI,Urban,Regular
15909,23,14063.73052750162,37,113.0200115600717,9.182753997278049,11.09915957807515,0.1283934659159544,0.1921617946560108,35.91086296985719,1.0,UPI,Urban,Loyal
822,47,21966.24387562728,72,351.9684860339788,7.124360164948196,43.32260989025504,0.0952383781892797,0.2310038985073146,,2.0,Card,Urban,High_Value
15119,58,25274.15767196804,67,68.66444360114295,3.663218822859859,14.72468829138763,0.3618642940802211,0.1334236206302257,34.17680147894437,3.0,Card,Semi-Urban,Regular
13467,34,46089.68907984041,39,65.06560236346932,7.554193616450225,7.606281232440693,0.5338237776919375,0.063277726571546,53.23743397568818,3.0,UPI,Urban,Loyal
26498,49,63911.66305320236,44,123.2442418892027,1.869350115365704,42.9519706323796,0.488883905415215,,37.33113073876215,2.0,Card,Urban,Regular
42112,60,55489.32082837883,27,611.6986437203226,2.099378260844627,197.3617262042825,0.0714756830540672,0.2062083587374003,29.06473504227488,2.0,Card,Urban,Occasional
30189,40,66451.79872901597,13,402.0974672986121,2.2600110962085,123.3423615540035,0.3265297131211513,0.0118909764820349,94.07583858896058,1.0,UPI,Rural,Occasional
37238,39,47551.14999142703,44,192.8245793475576,4.623369217940315,34.28986642605409,0.012161946485502,0.143518999155155,59.63275492439216,2.0,UPI,Rural,Loyal
33110,44,27956.06278989993,11,304.232888490501,3.677795663713046,65.03766097577103,0.192205852259921,0.0643613651429712,95.07404190720868,1.0,Card,Semi-Urban,Occasional
36481,65,58616.6865250905,71,280.3424720217072,6.460431937638391,37.57724410129126,0.3631068494445587,0.260300948287309,18.50275475601562,1.0,UPI,Rural,Loyal
24149,57,32306.23885466668,64,417.9870956600899,7.526950775747455,49.01952722055558,0.5443586954070075,0.150184654003469,,,UPI,Urban,Loyal
5504,62,28653.64327932685,56,287.6039518007364,1.270382735561504,126.6764177228502,0.4590315463262313,0.1202955403415566,10.95747419210794,0.0,UPI,Rural,Occasional
3919,61,33728.6272961248,24,195.8039847405308,10.72984127969953,16.6928076920702,0.2914047968896354,0.1318832202314238,88.57640631715859,1.0,Card,Urban,Regular
38479,35,65020.58790094697,52,427.6880173894941,,93.30131814921826,0.3855687689843016,0.1889005478734977,111.3645060254607,,UPI,Rural,Regular
21124,23,43354.86189018525,57,192.2374158393709,2.019543164619776,63.6644039707171,0.376510375585614,,88.91465155865097,1.0,Card,Urban,Regular
49718,22,41713.28257557958,46,461.4408199425226,2.86764680110163,119.3079005588332,0.704089878184934,0.1387124827653481,8.839599129554799,1.0,Card,Rural,Occasional
42295,64,51542.36733492644,58,565.5844007163342,4.875937010134404,96.25433352005884,0.4079071506065329,0.3118349114818564,41.07095678684153,0.0,UPI,Urban,High_Value
47610,22,,36,393.0730035589385,5.702008124602258,58.65003387805743,0.1064153022670934,0.0407017710996299,36.94443473354206,5.0,UPI,Urban,Occasional
11077,54,61787.1623062318,5,820.3282768661252,1.987233831208396,274.6113371828968,0.1067450028964283,0.1602156215569353,101.5367257959835,5.0,Card,Urban,Occasional
41515,50,28019.52419494588,14,345.430803710993,1.464930542909129,140.1381490057375,0.4528831500905456,0.0890170452843866,14.25045646081103,0.0,Card,Rural,Occasional
22063,44,46057.38296698222,10,233.5071697394206,2.308712553706638,70.57342272837523,0.3594152554822923,0.0752565990898077,88.77780323348199,4.0,Card,Semi-Urban,Occasional
9414,56,22224.12879486703,14,248.5369673246793,4.487997616192287,45.28736794479889,0.309422039761505,0.2844492652427327,23.78081517276051,2.0,Card,Rural,Occasional
38341,52,12442.29246563599,25,245.3829061604799,3.459200403569683,55.02845442067275,0.0934203260261228,0.1636362705706693,68.99512746377266,3.0,UPI,Semi-Urban,Occasional
30264,24,98972.39668305204,37,681.2539076381722,1.433929990378115,279.8987277084081,0.2800170698563339,0.1066409114657052,212.5479913245203,1.0,Card,Urban,Occasional
41253,56,46652.17633819909,31,117.7416966360672,2.633311889672966,32.40616280994944,0.1448453364007607,0.4115082440436625,96.80563390751814,2.0,Card,Semi-Urban,Occasional
14645,40,60447.92242340794,47,541.6772715445496,4.963247568509555,90.83595227624193,0.4619223993818765,,,0.0,Wallet,Rural,Loyal
26336,49,17672.3432025416,33,138.89775111924,3.456258237637329,31.16914319419749,0.2746262793709004,0.15336357108517,58.30555786542695,1.0,Card,Semi-Urban,Regular
28103,33,46440.12593316234,29,,3.36265524911966,90.4192814958692,0.191486078466516,0.0274334657615861,14.67153430698802,0.0,Card,Rural,Occasional
17524,35,36721.95495179891,18,222.5637402573418,1.5859615171755,86.0661455242519,0.0979136048810752,0.1038053358458115,61.15071001416995,1.0,Card,Rural,Occasional
24713,41,9359.010556950552,33,166.8105004682813,5.105538797439856,27.32117606692261,0.4167064163985233,0.0051829220577909,,1.0,Card,Urban,Loyal
40486,43,25660.53377165724,69,109.4371227770614,1.113051295352753,51.79103934568327,0.5203256126238434,0.0404125878806812,53.05650418968124,1.0,Wallet,Urban,Loyal
3851,36,127647.8225100024,52,402.4558797483886,6.530767335514838,53.44155008619381,0.2405986750753561,,67.15342671562321,1.0,Card,Urban,Loyal
40041,59,20412.88049401052,24,492.8164492569316,2.132598914107686,157.3187193028538,0.441950108731577,0.0517557083447858,60.46010231920729,2.0,Wallet,Urban,Occasional
15268,65,32909.75378502195,51,204.5086525592421,2.654184166291174,55.96561181720866,0.212873031776499,0.0758523619670197,,1.0,UPI,Urban,Regular
49147,42,23822.06213211307,36,536.1634453566068,1.831978214615512,189.3247068743429,0.3919262475480155,0.095026204185709,28.91046293980853,0.0,Card,Rural,Occasional
30002,19,19933.39412731526,64,434.0920702443514,1.431866529098916,178.5016015682392,0.0786917911675222,0.2520524938386795,35.98343017246427,0.0,Card,Rural,Regular
45927,59,32528.28940468024,65,378.9405048912639,4.112401656909597,74.1218179481481,0.3057533379270828,0.1889862511572679,36.74742409628516,4.0,Card,Urban,Occasional
43825,34,49468.00895418616,38,319.8384064730276,7.694671847409998,36.78556385866389,0.098185482524899,0.12401795368359,31.00418655375997,2.0,UPI,Urban,High_Value
17241,27,75759.9568064963,17,206.8230289939964,3.851667723160153,42.629264985872,0.1603333913479536,0.0646632199278866,63.21256346946773,1.0,Card,Rural,Regular
4893,64,13170.05051968666,30,293.5718975594074,3.614951464023281,63.61321453714132,0.1899085292600373,0.0251248453328693,51.70965930031585,1.0,UPI,Semi-Urban,Occasional
726,61,37619.03948705529,34,387.5954887090319,10.64858996925617,33.27402627545506,0.1670356229418771,0.4076561891534512,50.60495271278017,0.0,Card,Urban,Regular
22950,43,58473.78135563714,2,278.4305275478671,3.950070896674141,56.24778581150006,0.2648688297230835,0.2442149131759779,41.81690444969846,2.0,Card,Rural,Regular
34658,46,33703.88501053435,62,259.0521264735464,3.207637539074252,61.56712028254744,0.3443779534976973,0.2496673800354526,68.85785459457223,2.0,Card,Urban,Regular
37214,21,44516.01823872649,61,172.7428383759267,3.473117171717033,38.61799987448536,0.5820840377353926,0.045591644526004,48.03531866219137,0.0,Card,Rural,Occasional
20305,63,43110.53311612282,69,,4.426690794850412,59.95922110331352,0.1413126681647094,0.1330604928531666,56.74070162980185,,UPI,Rural,Loyal
15270,64,66632.4410368311,55,489.9894302339456,6.103912843384515,68.97458359025983,0.3172725657943678,0.2618018192415102,69.19348979168463,0.0,UPI,Rural,High_Value
22368,56,18897.43914802858,14,360.2178271860701,9.260879328680172,35.10594127924549,0.4220037232349475,0.1322983027075397,15.32774542120518,1.0,Card,Urban,Regular
42685,61,35736.28162950175,33,142.6583230818167,3.968303413079363,28.7136898093341,0.4741189520061047,0.074002604985317,7.058120169682335,1.0,UPI,Rural,Occasional
46735,27,44907.07548125623,47,513.096849990603,5.844166268009343,74.9684957814211,0.1915611924653258,0.0360870672283956,64.99145931413474,1.0,Card,Semi-Urban,High_Value
11733,66,64186.83712670882,16,934.362671942561,0.4333270469812514,651.8837929629768,0.1393552779484872,0.2027306409774393,140.1777169079315,1.0,Wallet,Urban,Occasional
18620,43,43211.84476712031,71,605.3654558429834,11.12441655926475,49.92945045099095,0.5666990309748725,0.0324649997884757,17.67856492410207,2.0,Wallet,Semi-Urban,High_Value
48493,42,,6,209.4751849396982,5.058583862241807,34.57494188455252,0.3445248051463364,0.170287714843829,48.54806216325175,2.0,Card,Urban,Regular
26804,52,,20,151.9162854166912,6.983811392171232,19.02804036248368,0.3057749040524496,,22.10911346051403,2.0,UPI,Semi-Urban,Regular
44306,45,,72,296.4414009245551,,64.64239457823108,0.4955178739965108,0.1548165540733099,30.69977883568151,,Card,Urban,Regular
47523,56,76130.01108011049,64,438.3461366451294,4.582253421399842,78.52494388103342,0.2000497460716568,0.314945543773529,37.87023060761187,,Card,Urban,High_Value
32208,54,26887.63475463396,8,257.9012297469597,1.388911988865503,107.9576103887516,0.1439618173067265,0.1248124727573427,11.71146850065702,1.0,Wallet,Urban,Occasional
2531,42,20858.58979262481,65,379.4933447954496,4.312520644732058,71.43376377685392,0.2084645169144128,0.1249219855027018,20.90036916921298,2.0,Card,Semi-Urban,Loyal
17747,62,,59,246.406976248381,4.846030414348909,42.14945164219166,0.0493502999425228,0.1083686347136402,35.85846927666694,2.0,Card,Urban,Loyal
8271,68,140600.6192106036,44,126.3023554847227,6.563732773813811,16.69841588296067,0.3403117954750731,0.0970704780823058,54.95210854430322,7.0,Card,Urban,Loyal
15080,46,59669.20496629788,49,213.0563251850306,,39.65542002666193,0.1859482716155598,0.0728864681181072,17.45554637703119,1.0,Card,Semi-Urban,Loyal
13625,41,47015.83154803934,1,117.0349967501751,5.676805395542246,17.52859186645057,0.2743033916525443,0.0105457402724336,24.51957182928677,1.0,UPI,Semi-Urban,Regular
30639,58,15197.95854377355,56,511.9714870606766,0.9754761215246012,259.1635917449387,0.6248106620840649,0.3677355315241509,71.73378720036888,1.0,Card,Urban,Regular
30441,33,13540.38690212744,18,418.3975435680235,1.261247495018256,185.0295221950685,0.4091274667355781,0.0004142026489382,66.21636539556572,1.0,UPI,Urban,Occasional
36057,28,,15,510.5515518574333,4.837726315773393,87.45726062524301,0.2691750194720281,0.0793192663587152,30.31462924591001,2.0,Wallet,Urban,Occasional
42652,43,45846.78409988238,20,704.8125754559932,4.281804884584642,133.4416152919703,0.5582120554384056,0.2106184354673255,32.44905607006855,1.0,Wallet,Rural,Occasional
36804,37,28099.4846698072,40,772.8114050931567,3.723940395853759,163.5946562262851,0.5588188658472536,0.1326117740322197,14.23135867842429,3.0,Card,Semi-Urban,Occasional
48225,58,,46,1025.910192496863,0.4977905617430402,684.949030058628,0.4004160107990877,0.1517531374660341,34.33556407512793,2.0,Wallet,Urban,Occasional
29227,66,35704.74594877222,65,137.7470307144831,2.829400059882732,35.97091673903127,0.1877168543588938,0.007201111057498,83.05089533180116,1.0,Card,Semi-Urban,Regular
5634,42,26077.19788840461,39,,6.061376172826464,123.7458664900238,0.5947282564008545,0.0804661734936188,17.8497676768433,2.0,Card,Semi-Urban,High_Value
5988,60,,48,456.3529878486906,5.003287107004073,76.01718520446252,0.4642569118676573,0.2477235489930302,63.25874818936893,1.0,Card,Urban,Loyal
48064,28,13069.22032203201,37,115.7514188221967,4.298422738826264,21.84639175239509,0.4331608836482603,0.2643242042141102,35.05789004189305,1.0,Wallet,Rural,Loyal
1813,55,,14,600.4063020870533,4.192901783164843,115.6205773106558,0.5211268720180154,0.0901291089193471,24.92698525654633,0.0,UPI,Rural,Occasional
27579,69,16115.57818565383,68,365.6941295903269,9.30427681430955,35.48954828954977,0.5302492357391791,0.2392320087179651,73.1497369502743,1.0,Card,Semi-Urban,Loyal
16824,69,71683.05732824159,54,130.1345379216613,6.264525111276306,17.91370198716237,0.0348403655060422,0.1359275800026271,56.04482909342826,2.0,Card,Semi-Urban,Loyal
3929,57,25298.23825579958,46,136.8721938797283,,14.06898719260892,0.3740954515845424,0.166306400248157,50.00415581499078,0.0,Card,Urban,Loyal
37287,56,9797.78690345391,38,217.2187044448849,4.509736360427903,39.42451874920836,0.4852958786423674,0.0806467226722869,,2.0,UPI,Urban,Loyal
25046,35,35258.97457714636,1,87.91282549818355,9.609097370907929,8.286550912357209,0.0419132697135658,0.2114264286960551,,3.0,UPI,Semi-Urban,Occasional
15728,47,42464.24503518479,35,428.6368160135765,1.552383316916573,167.9359103989892,0.2528085690401241,0.0361219408709398,39.34290787891741,0.0,Card,Semi-Urban,Occasional
29601,64,55423.61547923353,12,414.531863545324,4.562309320285038,74.52513689477477,0.1482603597829819,0.0239810234333606,90.94227849918248,0.0,Card,Urban,Occasional
10431,52,28521.5318541597,33,258.0102611509976,11.12582671363517,21.27774602459657,0.1379151255756879,0.3770807307031469,44.34316058697356,1.0,Card,Urban,Loyal
25769,59,38858.57871310544,59,381.992879723398,5.769884323729833,56.42531858106269,0.1039493379862813,,12.77967697320456,1.0,Card,Urban,Loyal
29104,55,39301.76822822914,61,402.1281720612261,6.002079063723227,57.42982454234127,0.1183975926128261,0.2054175001819594,,1.0,Card,Semi-Urban,Loyal
36538,63,25985.41485436631,36,53.00426133040202,6.078720990804755,7.487830273188398,0.3655345337354879,0.2789496437217502,18.47335032696786,3.0,Card,Semi-Urban,Regular
39329,19,63626.36806998843,6,,7.036524447382855,28.30397153971276,0.1968628497658302,0.1106434968551182,28.27865018506581,1.0,UPI,Rural,Regular
35540,26,81942.73403743525,56,321.4833441232483,9.365786038223996,31.01388963053776,0.4481093227879043,0.0778776509968415,45.04999025805117,1.0,Card,Semi-Urban,High_Value
28076,37,22550.46895756255,65,558.7212821559517,,213.0216483122013,0.1973564775141109,0.120171088888801,31.17707328347396,1.0,UPI,Rural,Occasional
17841,51,99884.72651872566,15,444.569379238462,4.775394791976606,76.97644840766114,0.3773388147070708,0.0900734464687154,33.75627834345642,4.0,Card,Urban,Occasional
27803,61,66924.39406819863,8,261.2123294275033,2.751376573269317,69.631060578879,0.2729665759178646,0.0712998998816476,128.6937363814581,0.0,Card,Urban,Occasional
7683,57,55350.88217882504,25,301.4300892862233,2.035740340676202,99.29376542760592,0.1864359092881339,0.0185819080424078,43.88782148480549,1.0,Card,Rural,Occasional
24280,19,82294.11186671557,64,412.3819935190669,20.36098102217062,19.30538644695459,0.0717709191037864,0.0022911462251308,41.07202494578246,1.0,Card,Semi-Urban,High_Value
33071,44,27758.90515369251,66,284.9928707506353,4.62359981170902,50.6780141355801,0.2794667557639633,0.3334033542703954,30.50541142050535,3.0,Wallet,Rural,Loyal
35558,18,56168.44675487992,49,,7.725973584627059,17.27666053982065,0.2346203342245185,0.0784863954247162,,1.0,Card,Semi-Urban,Loyal
37190,68,21136.32232683732,69,301.3977475854486,2.967856110767229,75.95984813248936,0.3668623640967117,0.1714227319145237,98.17976187192107,2.0,Card,Semi-Urban,Regular
47150,45,51188.94411948208,22,399.6488474673454,2.674096204642034,108.774736753602,0.2126551050280658,0.1238977108270573,82.21829094578734,1.0,Card,Urban,Occasional
46916,28,32887.118961683,23,196.1223542141764,5.135315964574638,31.96613757899159,0.2983713289439772,0.0395237672161675,15.42409427369156,0.0,Card,Semi-Urban,Regular
9802,56,49117.0126729382,45,276.7620856169792,5.282741581768459,44.05116492776017,0.2877876915660211,0.4248721988147581,59.95016971969405,1.0,Card,Urban,Loyal
38801,26,33208.79425673975,27,409.0128652563855,,100.5855002603142,0.3851080907595974,0.0424605226906199,90.2220723527136,0.0,Wallet,Semi-Urban,Occasional
24670,39,21673.35239169421,65,573.3847120832442,2.105620212587432,184.6280848376922,0.0972865342475974,0.1212714935129576,80.5603096303174,0.0,Card,Rural,Occasional
44234,39,37933.48983375465,43,25.46812215342357,5.815097596651571,3.737015030560487,0.2331827087894477,0.180445969590874,105.585188258247,2.0,UPI,Urban,Loyal
31920,66,40616.92714334688,33,298.9516347999755,3.389721901108337,68.1026364618895,0.2506296138480545,0.1377595695918906,,1.0,Wallet,Urban,Occasional
7135,59,88373.06654578882,22,549.487200698406,5.302936955655051,87.17954892526748,0.1824369994138002,0.0343090409667667,113.7551496518037,1.0,Card,Urban,Occasional
33705,28,,43,431.9437945875816,1.127266009513184,203.0511429487044,0.2870233346190828,0.2486857247058397,115.0155808011545,2.0,Card,Semi-Urban,Occasional
29661,36,84022.62256083143,58,450.4886988564014,8.031816394741517,49.8779735069331,0.3102964395912509,0.1685296092926246,47.19286328754004,1.0,Wallet,Rural,High_Value
17894,64,38799.99150648685,5,140.296487185007,2.316636412642656,42.30083425792833,0.0532853160324755,0.2566078776930193,45.12090073716325,2.0,UPI,Rural,Regular
22019,46,12854.84524127778,8,268.8809097084342,6.489584245495744,35.90064560261004,0.1098401803906052,0.09340048658767,70.54129620208877,1.0,Card,Urban,Occasional
13539,39,47555.26235063995,30,159.5346150352376,2.854646447929687,41.38761289532088,0.2364760645062037,0.0646258626573825,36.26786183125666,3.0,Card,Urban,Occasional
43119,42,17927.26227780402,45,139.3336530650216,2.016421944559053,46.19169851762556,0.4956285446576557,0.1048964867068453,37.29414297001798,2.0,Wallet,Urban,Occasional
36421,49,16352.47272693281,57,234.531118760502,1.375268662424719,98.73877531019512,0.2005989415569723,0.0202898816488893,71.56259889356483,,Card,Rural,Occasional
9406,33,27043.01859382468,37,514.3545943593163,4.31860699426836,96.70851689429482,0.1794540051672046,,25.08503946881522,1.0,Card,Rural,Loyal
13414,69,,60,573.561523856806,7.187319556044303,70.05485982691042,0.318364857595209,0.027246011016334,76.14332327666253,1.0,Card,Urban,High_Value
6721,41,27478.39458100436,66,559.1416710698112,5.001816523345421,93.16207333144946,0.1123087821547704,0.2405336351331161,13.14718124655798,0.0,Card,Urban,High_Value
15602,18,19818.27433377336,56,422.6469793501817,1.523941017382573,167.4551728583909,0.2710493313162326,0.148967069414081,,0.0,UPI,Semi-Urban,Occasional
44744,28,19553.40896664176,47,559.6030806378184,3.375125913944784,127.9055944091123,0.6692312340089861,0.0269525005058197,24.54661476423659,0.0,Card,Urban,Occasional
31139,69,23046.92235367303,65,,5.356090156582067,15.089544858213,0.1664325144753833,0.0394653935073181,351.5589586819084,3.0,Card,Urban,Loyal
2730,38,14356.53484274742,65,391.403651090239,1.941364232382298,133.068746393652,0.4646934632253876,0.4348663849095708,103.4867644887868,,UPI,Urban,Occasional
38243,29,15837.95487343502,45,326.344985142152,1.873939930755188,113.5531684743313,0.1926973652020981,0.0314525586424548,19.09052394396097,2.0,Wallet,Rural,Occasional
29626,69,34001.02757125856,15,548.2868937904459,7.158395858181667,67.2052329062453,,0.2847957330589938,38.3494244286002,2.0,Card,Urban,Occasional
47895,35,27389.17297313942,68,486.7469917051831,1.61271740162234,186.2991349171336,0.0962170548131126,0.3197309233041223,59.16748821125535,2.0,Wallet,Rural,Occasional
42091,59,32418.32956753057,34,263.2877065525964,4.66373897936415,46.48655376102005,0.4516362033433703,0.0167873796816308,7.834061553604805,6.0,Card,Semi-Urban,Occasional
36400,31,41898.48843340215,61,263.4372359974367,2.047318264237115,86.448875094242,,0.2464035064102515,12.90864014899874,0.0,Wallet,Urban,Occasional
6245,18,24019.45995677657,34,403.432808335078,24.00492343141953,16.13413492113122,0.0283793979336637,0.0357397144601209,97.75026618199033,,UPI,Semi-Urban,Loyal
5546,32,46562.05905797986,45,715.7213844351538,,141.5212156046387,0.5034925723287889,0.0766669624911297,,1.0,UPI,Urban,Regular
4065,34,40338.45264822573,36,703.3281991860447,4.294350327903471,132.8450434190588,0.287486943427192,0.008432689716872,78.56505282181996,1.0,Card,Semi-Urban,Occasional
12852,54,64795.37539794715,46,768.2494713246417,3.353255160868021,176.4770138517348,0.1871690317808522,0.1686007923390138,14.31571827490646,3.0,Card,Urban,Occasional
21803,56,40256.68184672702,48,207.0468637872257,3.784253941637992,43.27672951999258,0.318392933469267,0.0962104696106275,4.89239093823905,0.0,UPI,Urban,Regular
41164,41,47523.53359600782,1,429.3209811982483,4.409170479384581,79.36909787452169,,0.3688149432207183,,1.0,Card,Urban,Regular
6233,64,,4,309.6131857340985,5.590857913509524,46.9761584602625,0.2052386861029544,0.0479043924370498,15.02064331575886,2.0,Wallet,Urban,Occasional
3863,19,17542.8870626954,41,838.161780993876,1.678668416777666,312.9024017097839,0.3852122826302643,0.4798832901740358,73.00476509561861,3.0,Wallet,Urban,Occasional
35095,68,27881.2862924613,72,269.31223738929,0.7352938892462874,155.1969029904576,0.2851572181864529,0.1083708178243028,27.90593189442689,1.0,UPI,Urban,Occasional
40196,34,47850.1102496024,40,239.9328631202808,7.514854489026191,28.17815189085173,0.2688553990094021,0.4635723270545933,54.82637372310317,2.0,UPI,Urban,Loyal
39251,55,53290.54457399844,27,266.888801164762,6.19292952597095,37.10432588017544,0.10259389136507,0.0810874387744602,115.4817650976039,3.0,Card,Rural,Occasional
6218,47,76774.39445300553,39,111.2973062063787,4.742544218250278,19.38118401468581,0.3806083943712619,0.1889089136734067,18.82671671022429,0.0,UPI,Urban,Loyal
36776,22,30741.01323088697,22,479.2897857442173,1.369059983443755,202.3122204983192,0.3591821702697697,0.2283543836995505,,1.0,UPI,Urban,Occasional
42977,33,27707.63574119808,18,1029.40964576011,1.390437252217864,430.636547688092,0.3557301367964716,0.039939547690202,,3.0,UPI,Semi-Urban,Occasional
48468,46,,67,412.876027467619,1.371651073700167,174.0880149049347,0.0456314833378576,0.1656324639874651,,0.0,Card,Semi-Urban,Loyal
14832,44,,24,203.263776825552,4.112387340526651,39.75907209030309,,0.2431504269191516,102.0784154323062,1.0,Card,Urban,Occasional
30093,57,41582.96436873999,37,500.1219885131752,6.506627396479363,66.62405926098506,0.1132495758810678,0.0606520842069676,87.86925288471446,3.0,Wallet,Semi-Urban,High_Value
8894,19,20590.16091762317,38,343.3855299759211,1.632098036870198,130.4607674812285,0.354128092409203,0.4449886133003701,237.1080670382885,0.0,UPI,Urban,Occasional
6021,50,23860.00959975002,14,443.9350703556279,4.198301134849058,85.40002951724311,0.1700416468276875,0.0352182338440266,47.40253287166411,,Card,Urban,Occasional
46089,55,,16,451.8712832681029,15.20260971075155,27.88879639359919,0.2684044615633048,0.2030285294511278,27.36971545935473,3.0,Card,Rural,Occasional
15243,40,17032.84197175188,37,419.0341764008353,4.724615822748808,73.19865461288305,0.3502017918841759,0.1182296820291888,2.880644018215077,1.0,UPI,Semi-Urban,Loyal
45308,65,14563.15442372073,62,195.4979120504824,1.536860173377724,77.0629434377477,0.2838628289027202,0.0118136367085465,28.33540368496626,0.0,Card,Rural,Regular
26551,18,46476.04336690779,65,253.1471058727485,8.985325731245403,25.35191266526417,0.1898060917330728,0.1455740479913538,,2.0,UPI,Rural,Loyal
6035,60,39922.96670742514,66,114.0090266030614,5.139727259366092,18.5690702187368,0.4482897264459076,0.138642001149068,54.26586067351698,1.0,Card,Urban,Loyal
7906,49,47751.80990658476,66,162.8675820870946,2.636083816559464,44.79203184078503,0.3033424407557211,0.0836826459682956,13.9238380315721,0.0,Wallet,Urban,Occasional
32226,59,39742.41197751655,55,749.8444184987325,6.305788690798885,102.6370252732751,0.1445779114570266,0.3307529868437639,,1.0,UPI,Semi-Urban,High_Value
6018,49,18913.89129301867,68,189.4603471510736,6.389950353780141,25.6375669769094,0.5062172035260507,0.0692380400790357,88.86750304967484,,Card,Rural,Loyal
21880,34,77971.37730387888,25,491.8569386748372,2.460830837146068,142.1210575783129,0.5738571569242006,0.0636120049249955,,1.0,Card,Semi-Urban,Occasional
2792,33,29188.71598404092,46,191.832741771122,7.445159514891959,22.71511170781908,0.4408803885361348,0.3067416641631931,12.10509004774848,,Card,Rural,Loyal
42606,43,58991.74364372785,69,286.5468768680324,3.786949747888869,59.86001357010375,0.3217176728271359,0.1056950502156152,58.07790668700579,1.0,Card,Semi-Urban,Regular
5824,48,97999.43422280742,46,204.9477827229037,3.219983318568376,48.5660172686256,0.252978397995815,0.1183461538755772,50.16247099194531,0.0,Card,Urban,Regular
15388,33,138653.8554897472,53,293.766234400275,1.902133645234251,101.2242268314156,0.2985501882378139,0.0291812487035836,52.12158945024841,1.0,Card,Urban,Regular
29562,58,124980.0967039266,31,243.5515686886114,2.838278817722997,63.45332901925423,0.2392375829311271,0.1263217532521373,55.05523492788836,4.0,Card,Urban,Regular
